campaign_id,platform,date,geo,device,campaign_type,ad_format,impressions,clicks,spend_usd,conversions
Q1_Hospital_Traffic_098,Google,2025-08-15,US,desktop,conversions,shopping,0,0,0.0,0
Winter_Product_Lead_177,Facebook,2025-08-15,SE,mobile,app_installs,search,28919,316,329.57,6
Winter_Chair_Traffic_008,TikTok,2025-08-15,US,mobile,traffic,display,44166,279,377.5,2
Q3_Training_Traffic_075,LinkedIn,2025-08-15,US,desktop,conversions,search,7532,89,910.34,4
Winter_Place_Retarget_239,Google,2025-08-15,GB,mobile,video_views,display,37456,288,504.84,5
Q3_Training_Traffic_075,Facebook,2025-08-15,ES,mobile,brand_awareness,social,20653,184,173.27,0
Q1_Dinner_Traffic_048,TikTok,2025-08-15,FR,desktop,app_installs,display,6494,84,96.1,1
Q1_All_Lead_019,Google,2025-08-15,US,mobile,traffic,social,68833,0,193.47,0
Q2_Forget_Video_285,Google,2025-08-15,GB,desktop,video_views,remarketing,37650,839,1150.8,21
Winter_Put_App_203,LinkedIn,2025-08-15,IT,mobile,video_views,video,14220,159,905.37,6
Holiday_Grow_Brand_045,Google,2025-08-15,CA,mobile,conversions,remarketing,0,0,0.0,0
Summer_Special_Brand_126,Facebook,2025-08-15,IN,desktop,retargeting,shopping,10915,189,113.55,3
Spring_Themselves_Lead_071,Google,2025-08-15,NL,desktop,brand_awareness,remarketing,72179,1384,1864.03,14
Summer_Offer_Traffic_031,Facebook,2025-08-15,US,desktop,app_installs,social,13747,186,313.97,6
BackToSchool_Woman_Conversion_278,TikTok,2025-08-15,BR,desktop,lead_generation,search,8882,0,9.24,0
Winter_Response_Conversion_194,LinkedIn,2025-08-15,MX,desktop,retargeting,shopping,16240,0,44.23,0
Summer_Offer_Traffic_031,LinkedIn,2025-08-15,US,mobile,video_views,remarketing,13792,87,884.17,2
Q4_Example_Brand_102,Facebook,2025-08-15,JP,mobile,traffic,video,37349,638,691.94,9
Q3_Specific_App_202,TikTok,2025-08-15,CA,mobile,lead_generation,shopping,12949,233,271.55,3
BlackFriday_Win_Brand_235,Google,2025-08-15,CA,mobile,brand_awareness,display,57912,270,352.41,2
BackToSchool_Collection_Video_178,Google,2025-08-15,MX,desktop,brand_awareness,search,31087,749,611.81,6
Holiday_Sound_Lead_231,Google,2025-08-15,US,desktop,traffic,search,21766,469,1262.77,15
BlackFriday_Sit_Brand_012,Google,2025-08-15,GB,desktop,traffic,social,59428,652,1073.82,17
Q1_Break_App_175,Google,2025-08-15,US,tablet,traffic,video,12029,217,570.8,7
Q1_High_Traffic_166,Facebook,2025-08-15,DE,mobile,lead_generation,shopping,36794,472,535.4,12
Q4_Down_Video_296,Twitter,2025-08-15,US,mobile,app_installs,video,30681,329,739.14,7
Q3_Show_Conversion_281,Google,2025-08-15,US,mobile,retargeting,display,43284,326,827.73,9
Holiday_Not_Lead_064,TikTok,2025-08-15,IT,mobile,video_views,shopping,30825,501,465.18,8
Spring_May_Brand_268,LinkedIn,2025-08-15,US,desktop,retargeting,social,16940,130,985.52,3
BlackFriday_Development_Video_137,Facebook,2025-08-15,US,tablet,lead_generation,social,50426,689,1266.4,11
Q4_Blue_Traffic_010,Google,2025-08-15,US,mobile,app_installs,search,77386,0,417.44,0
BackToSchool_Anyone_Retarget_173,Google,2025-08-15,US,desktop,brand_awareness,video,27034,607,1251.59,3
Winter_Response_App_180,Google,2025-08-15,US,mobile,brand_awareness,search,24652,372,765.18,2
Q1_Under_Video_141,Google,2025-08-15,DE,desktop,conversions,display,29876,235,541.42,13
Summer_Offer_Traffic_031,Google,2025-08-15,IN,desktop,lead_generation,remarketing,13979,337,267.49,9
BackToSchool_Since_App_009,Google,2025-08-15,US,desktop,traffic,search,74085,2703,5617.16,92
Q4_Left_Lead_290,Google,2025-08-15,US,desktop,app_installs,shopping,63310,1131,2872.31,34
Winter_Figure_Video_085,LinkedIn,2025-08-15,JP,desktop,traffic,social,9499,113,634.9,5
Holiday_Recently_Video_082,TikTok,2025-08-15,GB,mobile,brand_awareness,search,23318,218,167.26,1
Q2_Color_Retarget_232,Google,2025-08-15,US,desktop,app_installs,search,30576,859,1725.91,29
Q1_Mouth_Traffic_023,Facebook,2025-08-15,CA,desktop,lead_generation,display,21679,168,163.25,3
Winter_Claim_Video_176,Facebook,2025-08-15,US,desktop,video_views,search,27944,639,965.27,14
Q3_Wish_Lead_118,Google,2025-08-15,DE,mobile,video_views,video,24297,226,306.53,4
Summer_Away_Lead_107,LinkedIn,2025-08-15,GB,mobile,app_installs,search,8358,0,40.85,0
Q2_Push_Brand_119,Google,2025-08-15,CA,mobile,video_views,video,16824,190,253.09,5
Summer_Fall_Retarget_036,Google,2025-08-15,DE,mobile,lead_generation,search,33138,694,857.08,22
Spring_Ago_Lead_003,Google,2025-08-15,AU,mobile,retargeting,search,26124,0,80.21,0
BackToSchool_Blood_Conversion_090,Google,2025-08-15,NL,mobile,retargeting,display,44530,356,602.99,7
BackToSchool_Certainly_Traffic_168,LinkedIn,2025-08-15,AU,mobile,retargeting,video,21536,186,891.21,4
Spring_Four_Retarget_133,Google,2025-08-15,SE,mobile,retargeting,social,27359,268,399.79,7
Winter_Seven_Brand_211,Google,2025-08-15,US,mobile,brand_awareness,search,41643,1035,2179.53,8
Summer_Offer_Traffic_031,Facebook,2025-08-15,JP,mobile,video_views,shopping,35676,579,660.42,12
Winter_Stand_Lead_127,Facebook,2025-08-15,US,desktop,brand_awareness,social,26127,311,476.07,2
Summer_Top_Video_087,Google,2025-08-15,GB,mobile,traffic,search,33688,762,1340.95,14
Q1_Available_Lead_080,Facebook,2025-08-15,US,mobile,brand_awareness,video,23024,326,437.15,2
Q2_Mention_Retarget_259,LinkedIn,2025-08-15,JP,mobile,traffic,video,27569,0,126.94,0
Spring_Institution_Retarget_134,Facebook,2025-08-15,US,mobile,traffic,video,53082,695,1113.51,16
Winter_Surface_Brand_248,Twitter,2025-08-15,IT,mobile,lead_generation,shopping,17312,0,13.26,0
Q1_Threat_Retarget_125,TikTok,2025-08-15,US,mobile,conversions,search,16093,139,286.75,3
Q1_Offer_Retarget_014,Google,2025-08-15,FR,desktop,lead_generation,remarketing,24943,0,87.93,0
Holiday_Perform_Lead_035,TikTok,2025-08-15,IN,mobile,brand_awareness,display,5845,47,22.94,0
BackToSchool_They_Lead_095,TikTok,2025-08-15,US,mobile,retargeting,search,12756,189,294.59,2
Winter_Determine_Conversion_100,Google,2025-08-15,US,desktop,app_installs,social,68979,1234,2647.46,38
Q3_Source_Video_049,Google,2025-08-15,IN,mobile,retargeting,video,40302,422,384.87,9
Q2_Common_Brand_114,Facebook,2025-08-15,US,mobile,lead_generation,shopping,55640,683,1018.92,14
Q1_Her_App_055,Twitter,2025-08-15,CA,mobile,lead_generation,search,20657,237,350.88,4
Q1_Everyone_Video_214,Google,2025-08-15,MX,desktop,app_installs,shopping,14625,300,317.05,7
Summer_Value_Lead_198,Facebook,2025-08-15,FR,mobile,lead_generation,video,31267,337,480.7,7
Summer_Table_Lead_037,Twitter,2025-08-15,US,mobile,video_views,shopping,23039,120,300.55,2
Q4_Land_Brand_276,Twitter,2025-08-15,GB,tablet,brand_awareness,shopping,28051,255,311.33,0
Winter_Dog_Conversion_007,Facebook,2025-08-15,NL,mobile,video_views,display,16994,121,170.17,1
Winter_Response_Conversion_194,Google,2025-08-15,IT,mobile,conversions,remarketing,45018,782,1553.41,24
Spring_Discuss_Lead_167,Google,2025-08-15,SE,mobile,lead_generation,video,12128,141,186.52,2
BackToSchool_Collection_Video_178,Google,2025-08-15,GB,mobile,app_installs,shopping,44665,661,959.11,22
Winter_Response_Conversion_194,Google,2025-08-15,US,desktop,lead_generation,video,31469,695,1531.13,27
Q1_Threat_Retarget_125,Google,2025-08-15,BR,mobile,retargeting,shopping,0,0,0.0,0
Winter_Almost_Lead_018,Facebook,2025-08-15,IT,tablet,app_installs,shopping,42471,805,1008.05,16
Q4_Soon_Traffic_262,Facebook,2025-08-15,CA,mobile,lead_generation,display,16317,104,115.04,1
Summer_Management_Conversion_187,Twitter,2025-08-15,US,mobile,retargeting,social,16583,105,213.09,2
Q1_Finally_Traffic_070,Google,2025-08-15,ES,mobile,video_views,video,33069,298,454.03,9
Q3_Science_Retarget_030,Facebook,2025-08-15,IT,mobile,brand_awareness,video,43752,0,60.48,0
Summer_Character_Conversion_152,Google,2025-08-15,IN,desktop,traffic,display,27923,205,155.69,6
Winter_Place_Retarget_239,Google,2025-08-15,US,desktop,traffic,video,28639,487,1304.04,13
Q4_Require_Retarget_011,Google,2025-08-15,GB,mobile,conversions,display,46271,315,593.15,12
BlackFriday_Win_Brand_235,Facebook,2025-08-15,DE,mobile,lead_generation,remarketing,34212,369,378.12,8
Winter_Onto_App_121,TikTok,2025-08-15,CA,mobile,lead_generation,social,32704,0,31.98,0
Q1_Rise_Video_120,LinkedIn,2025-08-15,BR,desktop,traffic,social,10357,98,387.54,2
Winter_Chair_Traffic_008,Google,2025-08-15,JP,mobile,traffic,search,25579,625,1008.11,10
Spring_Sense_Conversion_028,Facebook,2025-08-15,GB,desktop,conversions,display,24553,266,478.44,6
BlackFriday_Win_Retarget_066,Google,2025-08-15,NL,mobile,app_installs,video,29903,380,537.7,6
Summer_Management_Conversion_187,Google,2025-08-15,IT,desktop,app_installs,video,24741,312,419.75,7
Spring_Long_Brand_093,Facebook,2025-08-15,US,mobile,app_installs,remarketing,24557,263,556.17,6
BackToSchool_Forward_Traffic_143,Facebook,2025-08-15,US,mobile,traffic,display,0,0,0.0,0
BlackFriday_A_Retarget_238,TikTok,2025-08-15,US,mobile,brand_awareness,search,59368,546,694.3,2
Q1_Everyone_Video_214,Google,2025-08-15,US,mobile,conversions,search,68840,1703,5255.17,74
Holiday_Grow_Brand_045,Google,2025-08-15,US,desktop,retargeting,social,23258,378,772.71,10
Q2_Brother_Conversion_205,Facebook,2025-08-15,CA,mobile,brand_awareness,social,18125,126,103.61,0
Spring_Discuss_Lead_167,Google,2025-08-15,AU,mobile,lead_generation,shopping,32243,419,523.34,9
Q1_Him_Traffic_245,LinkedIn,2025-08-15,US,tablet,video_views,social,31516,180,1477.28,7
BackToSchool_Size_App_156,LinkedIn,2025-08-15,US,desktop,conversions,remarketing,30816,0,383.15,0
Spring_Drive_Retarget_083,Google,2025-08-15,BR,desktop,lead_generation,social,38323,517,493.8,15
Q2_Question_Lead_150,Facebook,2025-08-15,US,mobile,brand_awareness,video,41957,711,956.43,5
Winter_Surface_Retarget_060,Google,2025-08-15,US,desktop,lead_generation,remarketing,22693,599,1575.14,12
Summer_Theory_Lead_247,Facebook,2025-08-15,ES,mobile,video_views,remarketing,23130,183,184.36,2
Spring_Drive_Retarget_083,Google,2025-08-15,CA,mobile,brand_awareness,social,62871,649,643.27,3
Holiday_Machine_App_063,Facebook,2025-08-15,JP,mobile,conversions,social,14300,166,264.29,4
Q4_Per_Conversion_300,Facebook,2025-08-15,DE,desktop,traffic,video,8135,162,171.43,2
Winter_Enter_Brand_189,Google,2025-08-15,US,mobile,video_views,shopping,50154,992,2027.14,26
Spring_Husband_Traffic_091,TikTok,2025-08-15,DE,mobile,app_installs,remarketing,26777,207,168.39,3
Summer_Social_Retarget_200,LinkedIn,2025-08-15,SE,mobile,traffic,remarketing,27723,149,957.66,3
Winter_Knowledge_Conversion_181,Google,2025-08-15,IN,mobile,conversions,shopping,0,0,0.0,0
Summer_Theory_Lead_247,Twitter,2025-08-15,US,desktop,conversions,shopping,16842,176,427.15,5
Q1_Nation_Retarget_292,Google,2025-08-15,US,mobile,conversions,search,31537,696,1861.33,33
Summer_Away_Lead_107,Facebook,2025-08-15,CA,desktop,app_installs,social,14177,234,240.01,3
BackToSchool_They_Lead_095,LinkedIn,2025-08-15,SE,desktop,retargeting,shopping,27911,191,950.44,9
Summer_Knowledge_Traffic_017,Google,2025-08-15,ES,mobile,lead_generation,search,12664,287,367.98,7
BlackFriday_Company_Video_271,Google,2025-08-15,US,mobile,app_installs,video,50708,0,157.37,0
Summer_Play_App_024,Facebook,2025-08-15,IT,desktop,lead_generation,social,40169,653,732.04,13
Q3_None_Lead_111,Twitter,2025-08-15,FR,desktop,traffic,shopping,15901,127,203.89,1
Summer_Theory_Lead_247,Google,2025-08-15,IN,mobile,video_views,video,7634,88,84.82,1
BackToSchool_Size_App_156,Google,2025-08-15,IN,desktop,video_views,shopping,36821,649,699.13,18
Winter_Wait_Brand_013,LinkedIn,2025-08-15,GB,mobile,video_views,video,3848,28,166.63,1
Spring_Claim_Retarget_229,LinkedIn,2025-08-15,DE,mobile,traffic,remarketing,20270,153,950.21,7
Q3_Traditional_Retarget_191,Google,2025-08-15,GB,mobile,lead_generation,search,11923,232,358.47,5
Q2_Guy_Retarget_057,Facebook,2025-08-15,CA,mobile,retargeting,social,12118,117,166.69,2
Q4_Down_Video_296,Facebook,2025-08-15,US,mobile,brand_awareness,shopping,25310,296,471.17,1
Winter_Figure_Video_085,TikTok,2025-08-15,BR,mobile,lead_generation,display,2337,0,0.67,0
Q2_Trial_App_089,TikTok,2025-08-15,IN,mobile,video_views,search,13038,159,81.49,1
Q1_Someone_Brand_172,Google,2025-08-15,JP,mobile,lead_generation,video,0,0,0.0,0
Summer_Value_Lead_198,Google,2025-08-15,US,desktop,brand_awareness,shopping,66351,1315,2082.96,8
Q4_Left_Lead_290,Google,2025-08-15,FR,mobile,retargeting,video,36453,514,796.84,12
Q3_Specific_App_202,Facebook,2025-08-15,GB,tablet,app_installs,display,27471,255,351.21,7
Summer_We_Conversion_291,Google,2025-08-15,GB,mobile,brand_awareness,social,68977,687,668.93,5
Q4_Woman_Retarget_244,Facebook,2025-08-15,US,mobile,lead_generation,shopping,20964,333,505.54,7
Q4_Per_Conversion_300,LinkedIn,2025-08-15,FR,mobile,retargeting,shopping,15120,83,408.49,2
Q1_Attack_Traffic_183,Google,2025-08-15,DE,mobile,retargeting,social,29198,203,331.56,5
Summer_Away_Lead_107,LinkedIn,2025-08-15,CA,desktop,lead_generation,display,23007,129,789.33,6
Q2_Color_Retarget_232,Google,2025-08-15,US,mobile,traffic,remarketing,57185,758,1906.84,12
Q3_Yes_Video_192,Twitter,2025-08-15,ES,mobile,app_installs,video,16684,251,325.23,5
Q2_Husband_Traffic_053,Google,2025-08-15,BR,mobile,traffic,display,24457,0,14.49,0
Spring_Four_Retarget_133,TikTok,2025-08-15,US,mobile,traffic,remarketing,34864,344,497.67,5
Q3_Training_Traffic_075,Google,2025-08-15,BR,desktop,video_views,search,46342,1657,1724.56,36
Q1_Movement_Retarget_218,Google,2025-08-15,SE,mobile,conversions,search,21492,543,1141.2,12
Q1_Finally_Traffic_070,Google,2025-08-15,US,mobile,video_views,search,0,0,0.0,0
Summer_Sign_Lead_258,Facebook,2025-08-15,JP,mobile,retargeting,search,26705,353,408.37,7
Winter_Everyone_Traffic_159,Facebook,2025-08-15,US,mobile,video_views,search,43245,639,1362.23,8
Winter_Chair_Traffic_008,Google,2025-08-15,GB,desktop,brand_awareness,video,24282,306,316.26,3
Q2_Push_Brand_119,Google,2025-08-15,IN,desktop,app_installs,video,35220,554,419.13,11
Q2_Serve_Traffic_213,Facebook,2025-08-15,IN,mobile,lead_generation,search,12257,115,68.33,1
Winter_Response_Conversion_194,TikTok,2025-08-15,BR,mobile,retargeting,search,12748,126,75.71,1
Q3_Source_Video_049,LinkedIn,2025-08-15,SE,mobile,retargeting,remarketing,8559,54,265.71,2
Q2_Notice_Brand_233,LinkedIn,2025-08-15,SE,mobile,app_installs,remarketing,26039,239,1624.5,6
Winter_Determine_Conversion_100,Facebook,2025-08-15,CA,tablet,traffic,shopping,24238,372,534.31,5
Spring_Kind_Retarget_032,LinkedIn,2025-08-15,US,mobile,traffic,display,34940,146,1178.32,3
Spring_Executive_Conversion_135,Facebook,2025-08-15,US,mobile,retargeting,social,17758,185,307.39,4
Q4_Prove_Traffic_109,Facebook,2025-08-15,ES,desktop,retargeting,video,42027,1087,1138.04,23
Q3_After_Conversion_242,Facebook,2025-08-15,JP,desktop,retargeting,search,43811,776,1034.95,17
Holiday_Sound_Lead_231,TikTok,2025-08-15,BR,mobile,app_installs,search,11742,174,110.03,1
Spring_White_Traffic_138,Twitter,2025-08-15,US,mobile,brand_awareness,remarketing,44934,0,38.53,0
Q3_Wish_Lead_118,LinkedIn,2025-08-15,GB,mobile,conversions,remarketing,8652,46,326.4,3
Holiday_Career_Retarget_266,Google,2025-08-15,SE,mobile,brand_awareness,shopping,28923,462,646.76,3
BackToSchool_Later_Conversion_162,Google,2025-08-15,DE,mobile,brand_awareness,search,74715,1249,1724.03,11
Summer_Away_Lead_107,LinkedIn,2025-08-15,IT,mobile,retargeting,video,28677,293,1407.23,10
Winter_On_App_190,Google,2025-08-15,IN,mobile,app_installs,shopping,24727,435,369.55,8
Q1_Long_Retarget_209,LinkedIn,2025-08-15,US,desktop,lead_generation,video,15308,179,1559.83,9
Q3_Face_Traffic_005,Google,2025-08-15,MX,desktop,app_installs,social,16439,264,192.6,9
Spring_Kind_Retarget_032,LinkedIn,2025-08-15,BR,desktop,conversions,display,8565,51,198.86,1
BlackFriday_Education_Brand_250,LinkedIn,2025-08-15,BR,desktop,lead_generation,remarketing,6608,88,320.13,5
BackToSchool_Base_Video_086,Facebook,2025-08-15,US,desktop,traffic,video,41438,910,1677.15,20
Q2_Space_Conversion_264,Facebook,2025-08-15,US,mobile,video_views,video,16624,208,442.03,5
Summer_Fall_Retarget_036,Google,2025-08-15,CA,mobile,conversions,remarketing,46545,0,119.05,0
BlackFriday_Fall_Brand_092,Twitter,2025-08-15,JP,desktop,video_views,social,2891,41,54.53,1
Spring_Long_Brand_093,TikTok,2025-08-15,MX,mobile,retargeting,social,0,0,0.0,0
BackToSchool_Size_App_156,LinkedIn,2025-08-15,CA,mobile,traffic,social,5792,0,16.26,0
Q3_Specific_App_202,Facebook,2025-08-15,US,mobile,brand_awareness,social,71146,593,963.07,2
Q4_Prove_Video_094,Google,2025-08-15,DE,mobile,lead_generation,search,16226,384,501.33,10
BackToSchool_Anyone_Retarget_173,LinkedIn,2025-08-15,US,desktop,brand_awareness,video,0,0,0.0,0
Holiday_Sea_Lead_079,Google,2025-08-15,US,desktop,lead_generation,social,27964,513,1373.45,14
Q1_Evidence_Brand_272,Facebook,2025-08-15,SE,mobile,video_views,search,31278,460,575.4,5
Q1_Car_Lead_265,Google,2025-08-15,IT,desktop,lead_generation,display,20127,239,393.8,6
Spring_Drive_Retarget_083,Google,2025-08-15,GB,mobile,conversions,social,17510,194,375.95,5
Q3_Truth_Lead_221,Google,2025-08-15,MX,desktop,retargeting,remarketing,0,0,0.0,0
BlackFriday_A_Retarget_238,Facebook,2025-08-15,JP,mobile,conversions,video,9344,121,154.85,4
Winter_Wait_Brand_013,Facebook,2025-08-15,CA,desktop,app_installs,video,9121,239,237.19,6
Holiday_Fire_Video_223,Facebook,2025-08-15,ES,mobile,brand_awareness,shopping,30946,508,431.61,2
BlackFriday_Hundred_Conversion_116,Facebook,2025-08-15,US,mobile,lead_generation,display,34740,202,427.43,4
Q2_Husband_Traffic_053,Facebook,2025-08-15,AU,desktop,conversions,remarketing,16474,358,640.73,8
Holiday_Machine_App_063,LinkedIn,2025-08-15,US,desktop,app_installs,video,38957,702,5317.03,32
Winter_Reality_Retarget_145,Google,2025-08-15,DE,mobile,lead_generation,video,21758,224,327.75,4
BackToSchool_Certainly_Traffic_168,Google,2025-08-15,US,mobile,retargeting,remarketing,66689,923,1822.91,27
Q3_Agreement_Traffic_025,Facebook,2025-08-15,US,mobile,conversions,search,16170,175,339.74,4
Summer_Social_Retarget_200,Twitter,2025-08-15,JP,desktop,video_views,shopping,8893,102,158.04,1
Spring_Kind_Retarget_032,Facebook,2025-08-15,US,mobile,brand_awareness,video,79044,1286,1711.57,7
BlackFriday_Someone_Conversion_280,Google,2025-08-15,CA,mobile,traffic,social,23802,0,32.62,0
Q2_Brother_Retarget_243,Facebook,2025-08-15,CA,desktop,brand_awareness,display,29814,252,269.42,2
BackToSchool_Woman_Conversion_278,Google,2025-08-15,US,mobile,traffic,search,0,0,0.0,0
Summer_Fall_Retarget_036,Google,2025-08-15,BR,desktop,brand_awareness,shopping,45886,1368,1092.32,8
Summer_Social_Retarget_200,Facebook,2025-08-15,US,mobile,app_installs,display,17919,116,185.62,2
Winter_Almost_Lead_018,TikTok,2025-08-15,US,mobile,traffic,display,44576,414,671.04,6
Q3_Money_Lead_146,Google,2025-08-15,US,mobile,retargeting,search,35848,910,2308.78,17
Q1_Offer_Retarget_014,Twitter,2025-08-15,GB,desktop,retargeting,remarketing,23256,188,244.28,3
BlackFriday_Learn_Traffic_207,Facebook,2025-08-15,NL,mobile,lead_generation,video,31693,459,501.32,11
Q4_Down_Video_296,Google,2025-08-15,US,tablet,app_installs,video,45450,549,1047.47,15
Q3_Agreement_Traffic_025,Facebook,2025-08-15,BR,tablet,app_installs,search,28488,427,366.68,9
Q1_Start_Video_234,LinkedIn,2025-08-15,DE,desktop,traffic,remarketing,14117,123,669.99,5
BlackFriday_Company_Video_271,Google,2025-08-15,FR,desktop,video_views,search,23247,638,806.25,26
Holiday_Fire_Video_223,Facebook,2025-08-15,CA,mobile,video_views,display,28846,0,13.97,0
Q2_Mention_Retarget_259,TikTok,2025-08-15,US,mobile,app_installs,video,34981,506,788.2,6
Holiday_Value_Video_074,Google,2025-08-15,IN,desktop,retargeting,social,15850,0,18.98,0
Q3_According_Conversion_039,LinkedIn,2025-08-15,US,mobile,app_installs,shopping,20491,123,985.94,4
Summer_Early_Brand_022,LinkedIn,2025-08-15,US,tablet,video_views,social,37011,297,2083.0,12
Spring_Long_Brand_093,Google,2025-08-15,MX,desktop,lead_generation,remarketing,31443,729,729.95,25
Winter_Wait_Brand_013,Facebook,2025-08-15,US,mobile,retargeting,shopping,25961,426,756.32,6
Summer_Newspaper_Video_188,Google,2025-08-15,CA,mobile,brand_awareness,search,63599,1142,1565.86,6
Winter_On_App_190,Google,2025-08-15,DE,mobile,conversions,shopping,0,0,0.0,0
Holiday_Almost_Traffic_131,Facebook,2025-08-15,US,mobile,video_views,display,41938,291,463.43,6
BlackFriday_His_Retarget_096,Google,2025-08-15,NL,mobile,brand_awareness,remarketing,11474,124,173.69,0
BlackFriday_Win_Retarget_066,Twitter,2025-08-15,US,desktop,traffic,display,10577,98,244.76,2
Q3_Bar_Traffic_068,TikTok,2025-08-15,DE,mobile,app_installs,shopping,13453,138,117.69,2
Q1_Attack_Traffic_183,Google,2025-08-15,US,tablet,lead_generation,search,55355,1580,3717.34,45
Winter_Claim_Video_176,Facebook,2025-08-15,GB,desktop,traffic,display,22338,209,249.62,4
Holiday_Born_Retarget_220,Facebook,2025-08-15,FR,tablet,traffic,social,27760,338,391.87,5
Q4_Left_Lead_290,Facebook,2025-08-15,DE,mobile,traffic,search,37048,341,481.72,6
BackToSchool_Inside_Video_165,LinkedIn,2025-08-15,GB,mobile,video_views,display,13656,63,436.46,2
Q4_High_App_076,Google,2025-08-15,CA,mobile,lead_generation,video,34321,332,525.17,9
