campaign_id,platform,date,geo,device,campaign_type,ad_format,impressions,clicks,spend_usd,conversions
BlackFriday_Common_App_114,Google,2025-08-16,IN,desktop,retargeting,display,32322,252,262.07,6
Holiday_Reality_Brand_145,Facebook,2025-08-16,FR,mobile,video_views,video,30727,479,651.31,5
Q2_Blue_Video_051,Facebook,2025-08-16,US,desktop,traffic,display,11030,90,151.87,2
BlackFriday_Thought_Video_224,TikTok,2025-08-16,DE,mobile,app_installs,remarketing,0,0,0.0,0
Q2_Participant_Conversion_077,LinkedIn,2025-08-16,IN,desktop,app_installs,video,14260,165,472.61,4
BackToSchool_Pick_Conversion_182,Facebook,2025-08-16,US,desktop,traffic,shopping,47813,1059,1564.8,16
BackToSchool_Pick_Conversion_182,Google,2025-08-16,US,tablet,app_installs,video,22115,426,935.54,10
Summer_Chair_App_154,Google,2025-08-16,IT,mobile,retargeting,search,26320,646,826.16,14
Q1_Source_Lead_049,Google,2025-08-16,US,mobile,video_views,display,55456,360,654.63,6
Winter_Company_Brand_271,TikTok,2025-08-16,BR,desktop,retargeting,social,10528,188,99.71,4
Summer_Husband_Retarget_053,TikTok,2025-08-16,BR,mobile,retargeting,shopping,28775,448,315.73,8
Q3_Someone_Brand_280,TikTok,2025-08-16,IN,mobile,traffic,search,6972,89,59.45,1
Spring_Human_Retarget_067,Facebook,2025-08-16,IN,mobile,app_installs,shopping,28332,367,233.96,5
Q3_Mouth_Retarget_023,LinkedIn,2025-08-16,NL,mobile,conversions,shopping,6774,39,239.42,1
Q4_Pick_Brand_186,Google,2025-08-16,NL,mobile,brand_awareness,remarketing,39974,621,818.38,2
Spring_Yes_Conversion_139,Google,2025-08-16,MX,mobile,app_installs,display,43207,302,251.77,5
Holiday_Early_App_022,Google,2025-08-16,US,mobile,video_views,remarketing,48203,888,2031.25,17
Q4_Seven_Conversion_211,TikTok,2025-08-16,IT,mobile,conversions,remarketing,35959,201,309.06,5
Q3_Write_Conversion_104,Google,2025-08-16,FR,mobile,video_views,search,14632,272,398.51,5
Q3_Agreement_Conversion_025,TikTok,2025-08-16,US,mobile,video_views,video,15734,302,517.94,5
Q2_Rate_App_029,LinkedIn,2025-08-16,IN,desktop,brand_awareness,video,27246,389,1217.3,5
Q4_Sit_Retarget_012,Google,2025-08-16,CA,mobile,brand_awareness,social,80203,0,119.58,0
Q2_Result_App_105,Google,2025-08-16,FR,mobile,traffic,social,46126,530,849.29,12
Spring_Claim_Brand_229,LinkedIn,2025-08-16,CA,desktop,retargeting,search,10462,149,818.96,3
Spring_Theory_Lead_247,Google,2025-08-16,CA,desktop,lead_generation,social,34115,383,531.99,12
Spring_True_Conversion_038,Google,2025-08-16,CA,mobile,lead_generation,social,52202,526,900.99,16
Summer_Truth_Lead_221,Facebook,2025-08-16,US,mobile,app_installs,display,15357,0,17.72,0
Q3_Collection_Traffic_042,Google,2025-08-16,US,desktop,lead_generation,video,57076,1039,2793.85,19
Q1_Old_Conversion_069,Facebook,2025-08-16,CA,desktop,lead_generation,display,6776,0,5.86,0
Summer_Husband_Retarget_053,Twitter,2025-08-16,US,desktop,brand_awareness,video,12594,199,273.06,1
Holiday_Election_Lead_113,LinkedIn,2025-08-16,JP,mobile,video_views,shopping,27789,154,914.82,7
BlackFriday_Our_Traffic_140,Facebook,2025-08-16,MX,mobile,traffic,shopping,4569,47,27.13,1
Winter_Remain_Brand_287,TikTok,2025-08-16,US,mobile,app_installs,search,18648,0,29.35,0
Holiday_Game_Brand_240,Facebook,2025-08-16,US,desktop,lead_generation,display,20550,234,409.06,7
Q2_Receive_Video_267,Google,2025-08-16,MX,mobile,conversions,shopping,12602,215,258.92,7
Spring_Claim_Traffic_176,LinkedIn,2025-08-16,US,desktop,traffic,search,25768,276,2339.15,7
Summer_Politics_Retarget_227,LinkedIn,2025-08-16,FR,mobile,retargeting,search,22059,133,871.49,5
Q2_Movement_Lead_226,Google,2025-08-16,FR,desktop,lead_generation,display,42517,327,498.47,13
Holiday_Bar_App_256,Google,2025-08-16,FR,desktop,retargeting,video,18255,0,57.78,0
BackToSchool_A_Lead_238,TikTok,2025-08-16,IN,tablet,app_installs,remarketing,20353,151,84.22,2
Holiday_Not_Retarget_064,Google,2025-08-16,JP,mobile,retargeting,shopping,25398,456,554.8,12
BlackFriday_I_Conversion_185,Google,2025-08-16,IT,desktop,traffic,remarketing,39420,700,1040.92,18
BlackFriday_Size_Retarget_156,Facebook,2025-08-16,IN,mobile,app_installs,social,23019,185,123.94,3
Q2_Answer_Traffic_081,LinkedIn,2025-08-16,CA,mobile,traffic,remarketing,5174,0,16.88,0
BackToSchool_Begin_Lead_015,Google,2025-08-16,DE,mobile,video_views,display,31335,165,239.92,3
Summer_Start_Retarget_234,Twitter,2025-08-16,US,desktop,traffic,display,13497,0,30.67,0
Spring_Yes_Conversion_139,LinkedIn,2025-08-16,US,mobile,video_views,remarketing,0,0,0.0,0
Winter_Remain_Brand_287,LinkedIn,2025-08-16,US,desktop,retargeting,social,27616,297,2635.97,16
BlackFriday_Management_Conversion_187,LinkedIn,2025-08-16,IN,mobile,brand_awareness,search,3619,25,66.83,0
BlackFriday_Garden_Video_124,Google,2025-08-16,DE,mobile,traffic,display,26442,184,238.16,2
BlackFriday_I_Conversion_185,Facebook,2025-08-16,US,mobile,traffic,display,16656,133,216.04,3
Spring_Put_Brand_203,TikTok,2025-08-16,US,mobile,conversions,remarketing,36912,362,567.71,6
Summer_Discussion_Traffic_033,Twitter,2025-08-16,CA,mobile,video_views,shopping,6833,52,80.99,1
Q2_Dinner_Video_048,LinkedIn,2025-08-16,DE,desktop,traffic,display,8156,44,206.19,2
Q1_Authority_Retarget_261,Google,2025-08-16,US,desktop,brand_awareness,search,31396,1192,2183.67,11
Holiday_Show_Brand_062,TikTok,2025-08-16,NL,mobile,retargeting,display,10687,68,81.48,1
Q3_Chair_App_008,Facebook,2025-08-16,BR,mobile,traffic,remarketing,17829,184,110.17,5
BlackFriday_Knowledge_Brand_044,Facebook,2025-08-16,CA,mobile,app_installs,display,20118,119,132.72,2
Q4_Site_Video_004,Google,2025-08-16,CA,desktop,traffic,display,0,0,0.0,0
Summer_Not_Traffic_199,Facebook,2025-08-16,AU,mobile,brand_awareness,shopping,45443,416,431.05,2
Holiday_Reality_Brand_145,Facebook,2025-08-16,AU,mobile,traffic,social,44186,501,685.68,7
Q1_Past_Conversion_164,Google,2025-08-16,MX,mobile,app_installs,social,16193,202,157.78,4
Spring_Her_Brand_055,LinkedIn,2025-08-16,US,mobile,video_views,social,38142,226,2275.59,5
Winter_Why_Traffic_237,Twitter,2025-08-16,MX,mobile,traffic,search,17239,133,97.36,1
Winter_Company_Brand_271,LinkedIn,2025-08-16,US,mobile,retargeting,shopping,31361,162,1281.84,6
Summer_Grow_Lead_204,Google,2025-08-16,ES,tablet,video_views,display,29728,0,32.59,0
Q2_Rate_App_029,Facebook,2025-08-16,US,mobile,conversions,search,37869,465,885.65,17
Q4_Everything_Retarget_059,Google,2025-08-16,FR,desktop,brand_awareness,video,64611,1493,1583.14,16
Winter_Inside_Conversion_286,Facebook,2025-08-16,FR,desktop,brand_awareness,shopping,51058,0,84.34,0
Q3_Agreement_Conversion_025,Google,2025-08-16,FR,desktop,video_views,social,50588,552,962.38,16
BlackFriday_Attack_Lead_183,Google,2025-08-16,DE,mobile,retargeting,video,42409,546,815.38,13
Q2_High_Lead_076,Google,2025-08-16,US,desktop,app_installs,social,9830,139,305.05,2
Q2_Process_Video_222,Facebook,2025-08-16,CA,desktop,traffic,remarketing,35124,0,75.66,0
Spring_Claim_Brand_229,Google,2025-08-16,US,tablet,traffic,remarketing,39911,630,1327.58,17
Summer_Unit_App_246,LinkedIn,2025-08-16,AU,desktop,app_installs,search,13160,137,945.41,5
Q3_Soon_Lead_262,Google,2025-08-16,ES,mobile,app_installs,social,33383,402,612.91,6
Summer_Truth_Lead_221,Google,2025-08-16,BR,mobile,traffic,social,33804,229,246.75,6
Q2_Rest_App_197,Facebook,2025-08-16,MX,mobile,conversions,search,13152,133,142.7,4
Holiday_Forget_App_285,Facebook,2025-08-16,BR,mobile,traffic,remarketing,26163,219,179.63,5
Q4_Perform_Video_035,LinkedIn,2025-08-16,GB,tablet,conversions,social,23825,225,1842.69,10
Q1_Brother_App_243,Google,2025-08-16,US,mobile,video_views,remarketing,23332,265,517.67,4
Q3_Chair_App_008,Google,2025-08-16,DE,desktop,retargeting,video,42293,608,948.33,17
BlackFriday_Serious_Retarget_142,LinkedIn,2025-08-16,US,desktop,conversions,video,31936,365,4826.35,24
Q2_Nice_App_236,Facebook,2025-08-16,DE,mobile,app_installs,video,7796,103,146.7,1
Winter_While_Traffic_219,Facebook,2025-08-16,FR,mobile,lead_generation,search,12180,153,198.24,3
BlackFriday_Fire_Lead_223,Google,2025-08-16,CA,tablet,traffic,search,40936,845,1159.38,13
Q2_Sound_Traffic_231,Google,2025-08-16,US,mobile,app_installs,search,32138,548,1427.9,10
Summer_Employee_Video_155,Google,2025-08-16,US,desktop,traffic,remarketing,20134,318,796.51,5
Q2_May_Conversion_268,Facebook,2025-08-16,US,mobile,traffic,shopping,54513,500,931.34,12
BlackFriday_Thought_Video_224,Google,2025-08-16,IN,mobile,traffic,search,20402,494,519.95,11
Q3_Someone_Brand_280,Google,2025-08-16,GB,mobile,retargeting,remarketing,58674,1068,1648.0,26
Q1_Four_Retarget_133,Twitter,2025-08-16,US,mobile,brand_awareness,social,5091,36,66.88,0
Q2_Grow_Traffic_045,Google,2025-08-16,US,desktop,retargeting,display,39636,0,104.86,0
Q2_Dinner_Video_048,Google,2025-08-16,US,mobile,traffic,display,72143,565,1440.82,13
Holiday_Response_Brand_180,TikTok,2025-08-16,US,mobile,retargeting,social,12311,110,145.66,2
Q4_Available_Traffic_080,Google,2025-08-16,US,desktop,brand_awareness,search,77045,1727,3480.59,19
Summer_Notice_Retarget_279,Twitter,2025-08-16,MX,mobile,lead_generation,search,2980,24,23.95,0
Q1_Special_Conversion_126,Facebook,2025-08-16,MX,mobile,video_views,display,20621,159,100.29,3
Summer_Who_Brand_149,Facebook,2025-08-16,DE,mobile,conversions,search,39842,474,688.51,15
Spring_Example_Brand_201,Google,2025-08-16,US,mobile,retargeting,display,54923,301,583.09,5
BackToSchool_Discuss_App_122,Google,2025-08-16,AU,tablet,retargeting,remarketing,12976,278,399.06,7
Q1_Special_Conversion_126,Google,2025-08-16,NL,desktop,retargeting,social,24373,0,52.46,0
Q4_Show_Retarget_281,Facebook,2025-08-16,US,desktop,retargeting,social,30031,427,676.66,9
Q1_Hundred_Brand_116,LinkedIn,2025-08-16,US,mobile,conversions,social,0,0,0.0,0
BlackFriday_Push_Conversion_119,Google,2025-08-16,SE,mobile,brand_awareness,display,75311,386,388.02,2
Summer_Rate_Conversion_288,Google,2025-08-16,NL,mobile,conversions,shopping,53316,1018,1701.85,35
Summer_Discussion_Traffic_033,Google,2025-08-16,SE,mobile,app_installs,social,15625,194,288.11,4
Summer_Building_Conversion_196,Facebook,2025-08-16,DE,mobile,retargeting,shopping,8378,134,135.98,3
Summer_Who_Brand_149,Google,2025-08-16,AU,mobile,lead_generation,search,31511,491,679.96,12
Q3_Fall_App_046,Twitter,2025-08-16,CA,desktop,video_views,shopping,2792,21,28.59,0
Q2_Win_Video_235,Google,2025-08-16,CA,mobile,lead_generation,video,22246,223,350.2,6
Q2_Receive_Video_267,Google,2025-08-16,ES,mobile,retargeting,shopping,24693,494,731.65,11
Holiday_Space_Traffic_264,Google,2025-08-16,DE,mobile,app_installs,search,0,0,0.0,0
BlackFriday_Collection_App_178,Facebook,2025-08-16,US,mobile,conversions,video,22794,414,1082.57,8
BackToSchool_Reveal_Video_123,TikTok,2025-08-16,US,mobile,retargeting,search,38705,493,716.41,5
Q1_Authority_Retarget_261,Facebook,2025-08-16,GB,mobile,retargeting,search,43596,536,631.51,10
Q4_Sit_Retarget_012,Facebook,2025-08-16,MX,mobile,lead_generation,shopping,4557,50,38.82,0
Q2_High_Lead_076,Google,2025-08-16,IT,mobile,traffic,video,16018,163,227.7,4
BackToSchool_Article_Video_251,Google,2025-08-16,JP,mobile,lead_generation,social,54487,408,678.51,6
Holiday_Not_Retarget_064,Facebook,2025-08-16,US,mobile,video_views,search,9683,100,147.69,1
BlackFriday_Collection_App_178,Google,2025-08-16,FR,mobile,retargeting,display,11424,59,92.18,1
Summer_Traditional_Brand_191,Google,2025-08-16,JP,mobile,traffic,social,51699,551,831.24,8
Holiday_Woman_Lead_278,LinkedIn,2025-08-16,GB,desktop,lead_generation,video,21387,259,1749.83,8
Holiday_Inside_App_165,Google,2025-08-16,US,mobile,brand_awareness,remarketing,81223,1170,1988.58,10
Q2_Result_App_105,Facebook,2025-08-16,US,mobile,conversions,social,0,0,0.0,0
BlackFriday_Science_Retarget_103,Google,2025-08-16,CA,mobile,lead_generation,remarketing,34904,573,1008.52,19
Holiday_Hour_Video_230,Facebook,2025-08-16,CA,desktop,traffic,social,41733,758,740.7,23
Holiday_Space_Traffic_264,Google,2025-08-16,US,mobile,brand_awareness,social,70453,524,1111.63,4
Summer_Politics_Retarget_227,Facebook,2025-08-16,CA,mobile,video_views,video,33571,341,469.55,9
BlackFriday_Collection_App_178,LinkedIn,2025-08-16,BR,mobile,app_installs,search,19556,0,40.53,0
Holiday_Born_Retarget_220,Google,2025-08-16,IN,mobile,app_installs,shopping,15133,268,276.57,9
Winter_About_Brand_210,Facebook,2025-08-16,US,mobile,retargeting,social,32288,274,413.14,3
BackToSchool_A_Lead_238,Google,2025-08-16,IN,mobile,conversions,shopping,10290,122,160.58,5
Summer_Surface_App_248,Google,2025-08-16,US,mobile,traffic,remarketing,55962,860,1676.27,17
Q3_Drop_Lead_129,LinkedIn,2025-08-16,US,desktop,video_views,search,13333,161,1600.54,5
Holiday_Anyone_Conversion_173,Google,2025-08-16,US,mobile,conversions,social,9100,110,356.2,5
Q2_Institution_Conversion_134,Google,2025-08-16,CA,mobile,app_installs,display,51563,396,480.35,9
Holiday_Reality_Brand_145,Facebook,2025-08-16,AU,desktop,video_views,video,41318,973,1008.98,30
Q1_Away_Traffic_107,Google,2025-08-16,GB,mobile,conversions,video,32444,390,868.28,12
Summer_Not_Traffic_199,TikTok,2025-08-16,MX,mobile,conversions,video,8205,136,113.17,3
Spring_Maintain_App_115,Google,2025-08-16,GB,desktop,brand_awareness,display,32938,0,34.97,0
Q2_Usually_Conversion_148,TikTok,2025-08-16,US,tablet,video_views,shopping,45067,617,986.24,10
Holiday_Ground_Brand_298,Facebook,2025-08-16,US,desktop,video_views,video,57688,1117,1844.71,34
BackToSchool_His_Retarget_096,Facebook,2025-08-16,US,mobile,brand_awareness,remarketing,51854,553,760.69,2
Winter_Why_Traffic_237,Google,2025-08-16,ES,mobile,video_views,search,14260,214,325.78,3
Winter_Determine_Lead_100,Google,2025-08-16,FR,mobile,app_installs,shopping,0,0,0.0,0
Q1_Raise_Retarget_106,Google,2025-08-16,AU,desktop,video_views,remarketing,46356,0,149.9,0
Q2_Attack_Brand_297,Google,2025-08-16,IN,mobile,app_installs,display,42867,252,191.68,4
Q4_Since_Lead_009,TikTok,2025-08-16,IN,desktop,video_views,social,22983,454,265.53,8
Q1_Recently_Traffic_082,Google,2025-08-16,US,mobile,video_views,search,49726,1093,2858.71,17
Q2_Win_Video_235,Facebook,2025-08-16,US,mobile,traffic,social,47839,570,996.5,10
Holiday_Ground_Brand_298,Google,2025-08-16,IT,desktop,app_installs,search,43969,1257,2247.47,25
Winter_Base_Retarget_086,Google,2025-08-16,GB,mobile,brand_awareness,display,42925,286,284.27,2
BackToSchool_Election_Brand_006,Google,2025-08-16,US,desktop,video_views,social,53535,552,1237.45,22
Spring_Theory_Lead_247,Facebook,2025-08-16,FR,mobile,retargeting,social,37046,0,43.66,0
BlackFriday_Fall_Conversion_092,Google,2025-08-16,US,mobile,brand_awareness,video,49969,701,1431.85,7
Q2_Deep_Traffic_283,Google,2025-08-16,US,mobile,video_views,video,19283,194,441.11,3
Winter_Why_Traffic_237,Google,2025-08-16,US,mobile,app_installs,display,45335,285,551.22,6
Spring_Evidence_Brand_272,Facebook,2025-08-16,CA,mobile,video_views,display,41257,0,24.78,0
Q2_Deep_Traffic_283,Facebook,2025-08-16,US,desktop,video_views,social,14539,151,248.85,4
Q1_Knowledge_Conversion_017,Google,2025-08-16,US,mobile,traffic,video,30025,290,641.86,4
BackToSchool_Begin_Lead_015,Google,2025-08-16,BR,desktop,brand_awareness,video,30733,554,458.55,5
Q2_Grow_Traffic_045,TikTok,2025-08-16,IN,mobile,conversions,social,9604,124,79.99,2
Q2_Answer_Traffic_081,Google,2025-08-16,FR,mobile,retargeting,video,54635,751,937.37,23
Holiday_Ago_Brand_003,Facebook,2025-08-16,NL,desktop,app_installs,shopping,13249,0,31.59,0
Summer_Money_Video_146,LinkedIn,2025-08-16,GB,desktop,brand_awareness,social,14696,143,567.26,1
Q1_Raise_Retarget_106,Google,2025-08-16,GB,mobile,lead_generation,shopping,55237,637,851.99,16
Q1_Brother_Video_002,TikTok,2025-08-16,GB,mobile,brand_awareness,display,17798,171,116.34,0
BlackFriday_Often_Conversion_270,LinkedIn,2025-08-16,US,desktop,brand_awareness,shopping,32197,250,1583.53,4
Summer_Pattern_Retarget_161,Facebook,2025-08-16,DE,mobile,traffic,shopping,14920,247,282.31,3
Holiday_Machine_App_063,Google,2025-08-16,IN,mobile,retargeting,search,11566,276,273.04,7
Q4_All_Conversion_019,Google,2025-08-16,AU,mobile,brand_awareness,search,72049,1098,1497.9,8
Spring_Maintain_App_115,Facebook,2025-08-16,GB,mobile,video_views,remarketing,22199,282,296.69,7
Q2_Result_App_105,TikTok,2025-08-16,US,desktop,app_installs,video,40367,1002,1242.65,17
Q2_Option_Lead_026,LinkedIn,2025-08-16,IT,desktop,brand_awareness,display,27260,141,598.18,1
Q4_Sit_Retarget_012,Twitter,2025-08-16,GB,mobile,traffic,video,22116,324,396.06,6
Winter_Science_Brand_030,LinkedIn,2025-08-16,SE,desktop,video_views,shopping,23636,176,937.99,9
Holiday_Ground_Brand_298,Facebook,2025-08-16,ES,mobile,video_views,remarketing,21889,315,345.7,3
Q1_Guy_Brand_057,Google,2025-08-16,GB,desktop,video_views,social,53458,809,1148.1,17
Summer_Husband_Retarget_053,TikTok,2025-08-16,IN,tablet,retargeting,shopping,18365,342,228.48,3
BackToSchool_Middle_Video_241,Google,2025-08-16,IN,desktop,lead_generation,shopping,47362,875,887.86,21
Winter_Base_Retarget_086,LinkedIn,2025-08-16,BR,desktop,conversions,remarketing,10914,102,525.7,4
Summer_Traditional_Brand_191,Facebook,2025-08-16,US,mobile,traffic,remarketing,40245,463,907.48,12
Holiday_Traditional_Brand_174,Google,2025-08-16,FR,desktop,conversions,video,42399,864,1395.75,41
Q1_Example_App_102,Google,2025-08-16,MX,desktop,conversions,social,21684,366,400.02,15
Q2_Product_App_177,TikTok,2025-08-16,FR,mobile,lead_generation,social,38685,538,544.01,7
Spring_Table_Lead_037,Google,2025-08-16,GB,mobile,traffic,search,48258,712,1173.95,23
Q2_Deep_Traffic_283,LinkedIn,2025-08-16,FR,desktop,app_installs,video,29177,425,2296.51,23
Holiday_Everyone_Lead_214,Google,2025-08-16,IN,tablet,retargeting,video,42953,720,717.84,23
BlackFriday_Fire_Lead_223,Facebook,2025-08-16,NL,mobile,video_views,search,0,0,0.0,0
Q3_Threat_Retarget_125,Facebook,2025-08-16,IN,desktop,app_installs,remarketing,12839,220,181.25,4
BlackFriday_Effect_Video_252,LinkedIn,2025-08-16,US,desktop,retargeting,video,25897,313,2719.42,13
Q2_Receive_Video_267,Google,2025-08-16,ES,mobile,app_installs,shopping,21914,434,625.96,7
Q1_Arrive_Traffic_128,Google,2025-08-16,IN,desktop,traffic,remarketing,12083,330,327.2,6
BlackFriday_Color_Conversion_232,Twitter,2025-08-16,US,desktop,app_installs,shopping,31692,378,674.6,10
Q1_Mention_Conversion_259,TikTok,2025-08-16,JP,mobile,video_views,video,18729,251,217.34,2
BlackFriday_Bed_App_257,LinkedIn,2025-08-16,SE,desktop,app_installs,social,28075,0,207.15,0
Q2_Nation_App_292,Google,2025-08-16,BR,tablet,app_installs,display,32264,190,181.69,4
Q3_Discuss_App_167,LinkedIn,2025-08-16,AU,mobile,lead_generation,remarketing,2817,23,133.09,0
BackToSchool_Offer_Lead_031,Facebook,2025-08-16,MX,desktop,brand_awareness,social,19815,369,228.99,2
Q3_Skin_Lead_160,Facebook,2025-08-16,GB,mobile,brand_awareness,shopping,59416,725,603.22,3
BackToSchool_His_Retarget_096,Google,2025-08-16,NL,desktop,video_views,shopping,45050,1405,2420.45,27
Spring_Human_Retarget_067,Facebook,2025-08-16,US,mobile,app_installs,social,11901,113,228.1,2
Winter_Why_Traffic_237,Google,2025-08-16,JP,tablet,traffic,search,57900,1270,1702.33,40
Q2_Deep_Traffic_283,LinkedIn,2025-08-16,US,desktop,lead_generation,search,31321,445,4380.69,12
Winter_While_Traffic_219,Google,2025-08-16,US,desktop,retargeting,search,18386,526,1025.67,13
BlackFriday_Management_Conversion_187,Twitter,2025-08-16,IN,tablet,app_installs,shopping,17552,125,86.42,1
BackToSchool_Politics_App_108,LinkedIn,2025-08-16,SE,desktop,retargeting,social,24297,205,990.09,6
Q4_Site_Video_004,Google,2025-08-16,US,mobile,conversions,display,34696,213,604.85,5
BackToSchool_A_Lead_238,Facebook,2025-08-16,IN,mobile,app_installs,social,13529,96,59.72,1
Q3_Write_Conversion_104,Facebook,2025-08-16,IT,desktop,traffic,display,16649,199,209.47,4
Q1_Away_Traffic_107,LinkedIn,2025-08-16,US,mobile,conversions,remarketing,20914,135,1675.07,6
Q3_Someone_Brand_280,Google,2025-08-16,IN,mobile,video_views,shopping,14194,195,152.82,5
Q4_Seven_Conversion_211,Google,2025-08-16,BR,mobile,video_views,display,7633,56,43.84,0
Summer_Song_Brand_040,LinkedIn,2025-08-16,NL,desktop,conversions,social,20387,199,1502.76,14
